created_at,id,full_text,in_reply_to_screen_name,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries
Mon May 15 14:02:40 +0000 2023,1658110653641506824,"Show your style with ArtSkills Ultimate Jewelry Making Kit! Enjoy endless hours of fun creating unique jewelry pieces using a variety of beads and cute charms. Available now on https://t.co/Bx9HbPzZme.

Link purchase: https://t.co/ntJP7TFulw

#FunWithArtSkills #SamsClub https://t.co/Z2rt7jKmlG",,en,recent,51212088,51212088,ArtSkills,ArtSkills,"Bethlehem, PA","Bridging the gap between #art and #fun for everyone since 1987!😎
Share your creations with us using #FunWithArtSkills #ArtSkills",https://t.co/6L0w0rVkIP,"[{'url': 'https://t.co/6L0w0rVkIP', 'expanded_url': 'https://lnk.bio/shlp', 'display_url': 'lnk.bio/shlp', 'indices': [0, 23]}]",[],False,1619,1850,30,Fri Jun 26 20:29:01 +0000 2009,650,,,False,False,2775,,False,False,False,2E8EC2,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/578295555211677696/tiFgFHbp_normal.jpeg,https://pbs.twimg.com/profile_images/578295555211677696/tiFgFHbp_normal.jpeg,https://pbs.twimg.com/profile_banners/51212088/1638987797,0084B4,FFFFFF,C0DFEC,333333,True,False,False,False,False,False,False,none,[]
Mon May 15 13:34:24 +0000 2023,1658103539766534144,RT @stupidatm: First game on win with @SamsClub_Sam she had 6 kills and I had 9 kills😏 https://t.co/Dqrixmdjna,,en,recent,750064094200238080,750064094200238080,Samoontha,SamsClub_Sam,"Republic of Gilead, HELP ME!!!","Opinions are my own
Tweets are not investment advice
½ Canadian ½ American 100% idiot
I like fortnite...alot  
Love @stupidatm 🤙❤️",,,[],False,1018,1620,3,Mon Jul 04 20:29:50 +0000 2016,47425,,,False,False,22852,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_banners/750064094200238080/1677170988,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,[]
Mon May 15 13:16:40 +0000 2023,1658099076045365248,First game on win with @SamsClub_Sam she had 6 kills and I had 9 kills😏 https://t.co/Dqrixmdjna,,en,recent,1149108562981019648,1149108562981019648,STUPIDATM,stupidatm,,"Heya! Welcome to my bio! I'm Chris! Love video games & football! Chill vibes, geeking out & being stupid w/friends! Let's get stoopid together! ❤️@samsclub_sam",,,[],False,983,988,1,Thu Jul 11 00:10:05 +0000 2019,48862,,,True,False,36719,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621779261060177921/RhV4vVG0_normal.jpg,https://pbs.twimg.com/profile_images/1621779261060177921/RhV4vVG0_normal.jpg,https://pbs.twimg.com/profile_banners/1149108562981019648/1672048928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 12:35:21 +0000 2023,1658088677522788356,Rakuten has this amazing deal right now. You can get Up to 8% Cash Back at Sam's Club when you shop with Rakuten today. Use my invite link to join and get a $30 bonus when you spend $30 at any store.* You can thank me later! https://t.co/AJiXTRIYau,,en,recent,163503598,163503598,T. J.C.,Poochnhouse, Tn.,I'M here to bore you with my daily adventures. I have Alpha-1 (google it). Follow me I follow back. American Conservative NO DM'S.,,,[],False,2363,2276,0,Tue Jul 06 15:50:28 +0000 2010,4558,,,False,False,3995,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1516296961116323841/5BJC4x8N_normal.jpg,https://pbs.twimg.com/profile_images/1516296961116323841/5BJC4x8N_normal.jpg,https://pbs.twimg.com/profile_banners/163503598/1651032786,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[]
Mon May 15 12:35:21 +0000 2023,1658088676839104512,"@SamsClub is truly insufferable sometimes, my god. 

*tries to buy item, but needs to use phone to pay for it to get the sale price

*tries to shop at 8:30am before doctor’s appt, needs to be “plus member” to shop before 10:00am",SamsClub,en,recent,473441300,473441300,Sentimental_Racoon,Mackenziedumas,,Amelia Bedelia but with a fraction of the charm,,,[],False,435,437,3,Wed Jan 25 00:06:58 +0000 2012,7832,,,True,False,8778,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1568778573489520640/xkBrqVZi_normal.jpg,https://pbs.twimg.com/profile_images/1568778573489520640/xkBrqVZi_normal.jpg,https://pbs.twimg.com/profile_banners/473441300/1632677852,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 11:39:40 +0000 2023,1658074665691283457,@knightszos @NoChill_Austin @its_menieb @DailyLoud A plane with a tank of fuel is a literal bomb that cause ignite a massive wild fire in California....he crashed it in a California forest which could have destroyed massive amounts of wildlife and personal property,knightszos,en,recent,750064094200238080,750064094200238080,Samoontha,SamsClub_Sam,"Republic of Gilead, HELP ME!!!","Opinions are my own
Tweets are not investment advice
½ Canadian ½ American 100% idiot
I like fortnite...alot  
Love @stupidatm 🤙❤️",,,[],False,1018,1620,3,Mon Jul 04 20:29:50 +0000 2016,47425,,,False,False,22852,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_images/1622095661314494465/1e_ENooq_normal.jpg,https://pbs.twimg.com/profile_banners/750064094200238080/1677170988,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,[]
Mon May 15 11:07:00 +0000 2023,1658066443747971072,"Sam's Club tests hamburger robot
#retail #walmart #samsclub #ai #tech #robot
https://t.co/Go07GbMH1Y",,en,recent,19728792,19728792,8th and Walton,8thandWalton,"Bentonville, Arkansas","A Bentonville, Arkansas based supplier education company focused solely on supporting Wal-Mart suppliers",http://t.co/5K7i71Hstd,"[{'url': 'http://t.co/5K7i71Hstd', 'expanded_url': 'http://www.8thandwalton.com', 'display_url': '8thandwalton.com', 'indices': [0, 22]}]",[],False,2445,2170,55,Thu Jan 29 19:33:47 +0000 2009,24,,,True,False,12880,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1299032303260360704/fkHJq6US_normal.jpg,https://pbs.twimg.com/profile_images/1299032303260360704/fkHJq6US_normal.jpg,https://pbs.twimg.com/profile_banners/19728792/1462892120,0084B4,FFFFFF,ECF4F8,333333,False,False,False,False,False,False,False,none,[]
Mon May 15 10:07:37 +0000 2023,1658051501879619584,"@shannonsharpeee @SamsClub But my oldest said, "" You lucky little man, my dads wife,  my momma was a devout Caddy ( Catholic ), and she lived for forgiveness,"" so you get a pass.. but she took his gun..

But had this been today...Boyee, he'd be in the Afterlife! 🤣🤣🤣",Tartarus_63,en,recent,1611655006381379584,1611655006381379584,B.M.C.S. _ Ret...🇨🇱🇦🇸🇼🇸🇩🇴,Tartarus_63,"Richmond, TX","@usc✌ @tamu dad-10x /
It is better to be hated & respected, then to be loved & hated on - Suffer Silently, Silently Suffer - 1 shot, 1 kill🫡🔱🇨🇱🇼🇸🇦🇸🇺🇸",,,[],False,23,182,0,Sat Jan 07 09:25:02 +0000 2023,1117,,,False,False,2205,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1657879811686117377/AEvCQve5_normal.jpg,https://pbs.twimg.com/profile_images/1657879811686117377/AEvCQve5_normal.jpg,https://pbs.twimg.com/profile_banners/1611655006381379584/1683929328,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 10:04:36 +0000 2023,1658050743276847105,"@shannonsharpeee @SamsClub He thought he'd hit Jackpot except Me , all 3 girls who are @TxDPS @FBCSO and @JCSO_Texas ( She drove in for Aso le o Tina / mama's day ( She died last year breast cancer 🎀  July 9th, ) so we somber in nature, well all of us strapped 🤣🤣🤣 we drew down on him they ID they self.",Tartarus_63,en,recent,1611655006381379584,1611655006381379584,B.M.C.S. _ Ret...🇨🇱🇦🇸🇼🇸🇩🇴,Tartarus_63,"Richmond, TX","@usc✌ @tamu dad-10x /
It is better to be hated & respected, then to be loved & hated on - Suffer Silently, Silently Suffer - 1 shot, 1 kill🫡🔱🇨🇱🇼🇸🇦🇸🇺🇸",,,[],False,23,182,0,Sat Jan 07 09:25:02 +0000 2023,1117,,,False,False,2205,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1657879811686117377/AEvCQve5_normal.jpg,https://pbs.twimg.com/profile_images/1657879811686117377/AEvCQve5_normal.jpg,https://pbs.twimg.com/profile_banners/1611655006381379584/1683929328,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 10:03:23 +0000 2023,1658050433510940672,"RT @CardPurchaser: Sams Club still has Fanatics gift cards at $79.98 per $100 worth.

https://t.co/aTQ5RhjTDc",,en,recent,589931785,589931785,Coffee Card Guy,collec_sport,,"NY Giants,Eli Manning,Charles Way, Kerry Collins,Celebrity Autos/Relics, 95-99 inserts all sports and players! RODNEY HAMPTON SUPER COLLECTOR!",https://t.co/ylnqwrYt5s,"[{'url': 'https://t.co/ylnqwrYt5s', 'expanded_url': 'http://cardstotalkabout.blogspot.com', 'display_url': 'cardstotalkabout.blogspot.com', 'indices': [0, 23]}]",[],False,12617,3454,157,Fri May 25 11:55:23 +0000 2012,76605,,,False,False,212318,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1657497198295130112/bclQcWWq_normal.jpg,https://pbs.twimg.com/profile_images/1657497198295130112/bclQcWWq_normal.jpg,https://pbs.twimg.com/profile_banners/589931785/1684013227,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,[]
Mon May 15 09:58:27 +0000 2023,1658049193192173569,"@shannonsharpeee That's Kwame..broke it down..and it's always these under 5ft rappers putting out ""Shoot this, that"" man put that 🔫 down put them hands up between yall... better yet get a book read. 

I had a youngster yesterday pull up on me, and 3 of my oldest girls...we at @SamsClub - I - 10",shannonsharpeee,en,recent,1611655006381379584,1611655006381379584,B.M.C.S. _ Ret...🇨🇱🇦🇸🇼🇸🇩🇴,Tartarus_63,"Richmond, TX","@usc✌ @tamu dad-10x /
It is better to be hated & respected, then to be loved & hated on - Suffer Silently, Silently Suffer - 1 shot, 1 kill🫡🔱🇨🇱🇼🇸🇦🇸🇺🇸",,,[],False,23,182,0,Sat Jan 07 09:25:02 +0000 2023,1117,,,False,False,2205,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1657879811686117377/AEvCQve5_normal.jpg,https://pbs.twimg.com/profile_images/1657879811686117377/AEvCQve5_normal.jpg,https://pbs.twimg.com/profile_banners/1611655006381379584/1683929328,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 07:11:58 +0000 2023,1658007295509528578,idk what to play after i finish majora’s mask,samsclub_13,en,recent,1351442890409426948,1351442890409426948,samuel,samsclub_13,he/him,fnaf fan account,,,[],False,66,188,1,Tue Jan 19 08:14:37 +0000 2021,79419,,,True,False,7210,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1606180966556278784/OfoT4zZL_normal.jpg,https://pbs.twimg.com/profile_images/1606180966556278784/OfoT4zZL_normal.jpg,https://pbs.twimg.com/profile_banners/1351442890409426948/1643762871,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 07:11:42 +0000 2023,1658007228157403138,so many games so little time,,en,recent,1351442890409426948,1351442890409426948,samuel,samsclub_13,he/him,fnaf fan account,,,[],False,66,188,1,Tue Jan 19 08:14:37 +0000 2021,79419,,,True,False,7210,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1606180966556278784/OfoT4zZL_normal.jpg,https://pbs.twimg.com/profile_images/1606180966556278784/OfoT4zZL_normal.jpg,https://pbs.twimg.com/profile_banners/1351442890409426948/1643762871,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 03:29:40 +0000 2023,1657951351693885440,"Sams Club still has Fanatics gift cards at $79.98 per $100 worth.

https://t.co/aTQ5RhjTDc",,en,recent,1246147915715837952,1246147915715837952,Card Purchaser,CardPurchaser,USA,"Sports card collector w/ card talk, hobby news, release info, hobby help, restocks. RT & Likes not endorsements. https://t.co/YC9KvKAC7H Scroll my feed daily.",https://t.co/oww0I0KCwI,"[{'url': 'https://t.co/oww0I0KCwI', 'expanded_url': 'https://whop.com/cardpurchaser-discord/', 'display_url': 'whop.com/cardpurchaser-…', 'indices': [0, 23]}]","[{'url': 'https://t.co/YC9KvKAC7H', 'expanded_url': 'http://discord.gg/cardpurchaser', 'display_url': 'discord.gg/cardpurchaser', 'indices': [113, 136]}]",False,71886,15981,325,Fri Apr 03 18:49:58 +0000 2020,1736980,,,True,False,300652,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1404241588369465349/EVHSEIH4_normal.jpg,https://pbs.twimg.com/profile_images/1404241588369465349/EVHSEIH4_normal.jpg,https://pbs.twimg.com/profile_banners/1246147915715837952/1657949502,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Mon May 15 03:18:46 +0000 2023,1657948611567820801,My Ex BFF swore they sold it in bulk at @SamsClub 😅😂🤣⁉️‼️⁉️‼️ https://t.co/Aeda1obvCR,,en,recent,31468416,31468416,TRACY LEIGH POWERS 👸🏼🙏🏻🦄💖,TRACYSGOTPOWERS,"GV,Henderson,NV,USA",GOD 1st.Lost my Fiancé 7/12/2020 to a heart attack. Starting over at 50; join me on my journey‼️,https://t.co/yxcnv89shS,"[{'url': 'https://t.co/yxcnv89shS', 'expanded_url': 'https://www.youtube.com/channel/UC3Wx0Sl7ovDq_fIFQk4ksmg', 'display_url': 'youtube.com/channel/UC3Wx0…', 'indices': [0, 23]}]",[],False,1124,561,97,Wed Apr 15 17:56:00 +0000 2009,12171,,,True,False,59879,,False,False,False,3E2D47,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1485447781191876611/jiFrmyqn_normal.jpg,https://pbs.twimg.com/profile_images/1485447781191876611/jiFrmyqn_normal.jpg,https://pbs.twimg.com/profile_banners/31468416/1642993325,EB49B8,000000,6A1F93,F52EAF,True,True,False,False,False,False,False,none,[]
Mon May 15 03:16:23 +0000 2023,1657948011492970501,@colourmesadder My Ex BFF swore they sold it in bulk at @SamsClub 😅😂🤣⁉️‼️⁉️‼️,colourmesadder,en,recent,31468416,31468416,TRACY LEIGH POWERS 👸🏼🙏🏻🦄💖,TRACYSGOTPOWERS,"GV,Henderson,NV,USA",GOD 1st.Lost my Fiancé 7/12/2020 to a heart attack. Starting over at 50; join me on my journey‼️,https://t.co/yxcnv89shS,"[{'url': 'https://t.co/yxcnv89shS', 'expanded_url': 'https://www.youtube.com/channel/UC3Wx0Sl7ovDq_fIFQk4ksmg', 'display_url': 'youtube.com/channel/UC3Wx0…', 'indices': [0, 23]}]",[],False,1124,561,97,Wed Apr 15 17:56:00 +0000 2009,12171,,,True,False,59879,,False,False,False,3E2D47,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1485447781191876611/jiFrmyqn_normal.jpg,https://pbs.twimg.com/profile_images/1485447781191876611/jiFrmyqn_normal.jpg,https://pbs.twimg.com/profile_banners/31468416/1642993325,EB49B8,000000,6A1F93,F52EAF,True,True,False,False,False,False,False,none,[]
Mon May 15 02:47:42 +0000 2023,1657940793607311361,SAMS CLUB? this is by far the most strange reply I've ever gotten but I'll take it https://t.co/QkO3BRD1dU,,en,recent,1317184675618516996,1317184675618516996,wilde/sammy 🐍,lackadaisaI,,they/he 20 - commissions open!! - im gonna eat ur dice,,,[],False,137,245,5,Fri Oct 16 19:24:46 +0000 2020,26359,,,False,False,4029,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1596310503797788672/UCzkXCvT_normal.jpg,https://pbs.twimg.com/profile_images/1596310503797788672/UCzkXCvT_normal.jpg,https://pbs.twimg.com/profile_banners/1317184675618516996/1669425733,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
